48,Bellego Elektronikproduktion AB,SE,1.2,n/a,1.2,1.0,Manufacture of loaded electronic boards,"Manufacture, Electronics, Electric, Components, Properties, Electronic",Independent,Private,Active,5592233885,2021-12,655.84%,15.46%,11.71%,3.9,1.0,25.34%,2,Limited company,n/a,n/a,"Ströberg, Bell Bolqis",No,No,,,26120,VÄSTRA MYRSKÄREN 43,BÅLSTA,74691,n/a,n/a,6.2,0.8,n/a
49,Öhtronic Aktiebolag,SE,-0.5,n/a,-0.5,-0.5,Manufacture of loaded electronic boards,"Manufacture, Prototyping, Production, Electronics, Electro-mechanical, Product, Information technology, Led, Card, Running, Electronic",Independent,Private,Active,5568375546,2022-04,-23.64%,-9.58%,-0.84%,3.7,1.6,43.67%,5,Limited company,070-7420263,n/a,"Lückander, Peter",No,No,,,26120,ENHAGSSLINGAN 3,TÄBY,18740,n/a,www.ohtronic.se,5.1,6.7,5.8
50,TYRTRONIC Elektronikproduktion AB,SE,0.4,n/a,0.4,0.4,Manufacture of electronic components + Manufacture of loaded electronic boards + Manufacture of electricity distribution and control apparatus + Electric engineering activities and related technical consultancy + Wholesale of electronic components,"Electronic, Production, Equipment, Parts, Cable, Electronics, Product, Components, Development, Manufacture, Space, Rocket",Independent,Private,Active,5563791820,2021-08,-16.00%,8.16%,5.81%,4.2,2.0,47.93%,4,Limited company,08-7126262,n/a,"Jonsson, Svante Simon Gunnar",No,No,,,26110;26120;27120;71123;46521,SOLKRAFTSVÄGEN 31,STOCKHOLM,13570,n/a,www.tyrtronic.com,4.9,5.8,5.8
51,ASSY OY,FI,-0.6,n/a,-0.6,-0.6,Manufacture of loaded electronic boards,"Electronics, Manufacture, Cable, Wiring, Components, Import, Importer, Importers, Export, Trading, Securities, Real estate",Independent,Private,Active,8705486,2021-12,22.23%,-15.29%,-16.54%,1.2,0.4,31.45%,7,Limited company,02 7366 700 0400 352 351,n/a,Falck Juhani Matias,No,No,,,2612,Onnenperäntie 446,VASKIO,25260,juhani.falck@sarakylankivi.fi,www.assy.fi,4.1,3.3,3.5
52,Meldev AB,SE,1.4,n/a,1.4,1.4,Computer programming activities + Manufacture of loaded electronic boards + Computer facilities management activities,"Electronics, Energy, Software, Information technology, Product, Automating, Automation, Engineer, Engineered, Engineering, Engineering services, Design website",Independent,Private,Active,5591640247,2021-12,3.64%,36.28%,28.63%,2.6,2.1,80.36%,3,Limited company,070-4810098,n/a,"Melin, Robin Oskar",No,No,,,62010;26120;62030,LILJEVÄGEN 3,AVESTA,77461,n/a,www.meldev.se,3.9,3.8,3.2
53,Infield AB,SE,0.0,n/a,0.0,-0.1,Manufacture of loaded electronic boards,"Consultancy activities, Electronic, Hydraulic, Equipment, Consultancy, Data collection, Manufacturer, Electronics, Manufacture, Development, Marketing, Mechanics",Independent,Private,Active,5567448773,2022-04,-18.48%,-1.81%,-2.10%,1.1,0.5,45.73%,3,Limited company,n/a,n/a,"Åström, Yngve Jan-Peter",No,No,,,26120,VADE 247,BERGSJÖ,82953,n/a,www.infield.se,3.7,4.6,4.7
54,Electronic Design Lab Sweden AB,SE,0.1,n/a,0.1,0.0,Manufacture of loaded electronic boards + Computer consultancy activities + Electric engineering activities and related technical consultancy,"Electronics, Consultancy, Electronic, Consulting services, Electronic design, Labs, Development, Computers, Prototyping, Production, Equipment, Tech",Independent,Private,Active,5568233679,2022-04,-29.17%,-0.13%,-0.16%,0.9,0.1,11.15%,3,Limited company,070-6729226,n/a,n/a,No,No,,,26120;62020;71123,BACKEGÅRDSVÄGEN 4,LJUNGSKILE,45930,n/a,www.edl.se,3.7,5.2,4.7
55,TechHamn AB,SE,0.1,n/a,0.1,0.1,Graphic design + Computer programming activities + Installation of heating and sanitary equipment + Manufacture of loaded electronic boards + Industrial engineering activities and related technical consultancy,"Software, Consultancy, Consultation, Consulting services, Information technology, Development, Hardware, Graphic, Design graphic, Graphic design, Computers, Programmer",Independent,Private,Active,5591523740,2021-12,118.62%,2.19%,1.72%,0.6,0.0,7.23%,4,Limited company,n/a,n/a,"Moghbel Adelung, Mohammed",No,No,,,74102;62010;43221;26120;71122,HAGAVÄGEN 4,SOLNA,16969,n/a,n/a,2.8,1.3,1.5
56,Bellego AB,SE,0.3,n/a,0.3,0.1,Electric engineering activities and related technical consultancy + Manufacture of loaded electronic boards,"Electronics, Fitter, Manufacture, Production, Lego, Manufacturer, Soldering, System, Machine, Development, Maintenance, Computers",Independent,Private,Active,5565738258,2021-08,-31.75%,6.03%,2.03%,1.5,0.6,38.56%,1,Limited company,08-52509584,n/a,"Ströberg, Dan Roland",No,No,,,71123;26120,VÄSTRA MYRSKÄREN 43,BÅLSTA,74691,n/a,www.bellego.se,2.2,3.3,2.4
57,SB Electro-tech AB,SE,0.8,n/a,0.8,0.7,Manufacture of loaded electronic boards + Manufacture of other special-purpose machinery n.e.c.,"Product, Manufacture, Electronics, Electric, Mechanics, Real estate, Estate, Trading, Development, Materials, Program, Mobile",Independent,Private,Active,5562176841,2021-12,-21.47%,30.58%,18.46%,3.7,2.4,66.55%,2,Limited company,0520-440787,n/a,n/a,No,No,,,26120;28990,KARDANVÄGEN 25,TROLLHÄTTAN,46138,n/a,www.rrex.se,2.1,2.7,1.7
58,HANZA KA Åtvidaberg AB,SE,-0.4,n/a,-0.4,-0.4,Manufacture of loaded electronic boards,"Manufacture, Trading, Tech, Environmentally, Communication, Consultancy, Consumer electronics, Electronics, Securities, Vision, Delivering, Costs",Unconsolidating subsidiary,Private,Active,5564042371,2021-12,-94.79%,-21.55%,592.40%,13.6,11.8,86.21%,0,Limited company,0120-15080,Information available,n/a,No,No,HANZA AB,HANZA AB,26120,BOX 904,ÅRJÄNG,67229,n/a,www.hanza.com,1.8,34.3,60.0
59,Stojby Bil El AB,SE,0.3,n/a,0.3,0.3,Installation and repair and painting of electrical and electronic motor vehicle equipment + Manufacture of loaded electronic boards + Wholesale trade of motor vehicle parts and accessories + Repair of computers and peripheral equipment,"Repair, Vehicle, Electronics, Pvc, Mechanics, Renovations, Printing, Copiers, Manufacture, Parts, Electronic, Motor",Independent,Private,Active,5569295321,2021-12,-28.00%,16.16%,12.77%,1.3,0.8,64.09%,n/a,Limited company,n/a,n/a,"Petersson, Jim Gert-Arne",No,No,,,45203;26120;45310;95110,STOJBY GAMLA SKOLA,VÄXJÖ,35592,n/a,stojbybilel.se,1.6,2.2,1.7
60,Gadgetri AB,SE,1.2,n/a,1.2,1.2,Electric engineering activities and related technical consultancy + Computer consultancy activities + Architectural activities + Manufacture of loaded electronic boards + Activities of interior decorators,"Consultancy, Consulting services, Architect, Software, Electronics, Development, Consultation, Buildings, Lighting, Architectural design, Product, Health",Independent,Private,Active,5593047995,2022-04,n/a,77.01%,45.98%,1.6,0.7,46.24%,1,Limited company,n/a,n/a,n/a,No,No,,,71123;62020;71110;26120;74103,JUNGFRUDANSEN 4  LGH 1501,SOLNA,17156,n/a,n/a,1.6,n/a,n/a
61,MIDCOM TRONDHEIM A/S,NO,n/a,n/a,n/a,-0.2,Manufacture of loaded electronic boards,"Modeling, Production, Pcb, Development, Trading, Card, Gates, Drawing, Manufacture, Electronic",Independent,Private,Active,946012351,2021-12,-8.73%,-12.15%,-8.20%,2.2,1.6,70.27%,3,Limited company,73954441,ØIVIN JOHANNESSON (25.38%);BRYNJAR HOLVIK (25.38%);LEIF ENGEN (25.38%);JOAR MARIUS NILSSEN (23.85%),ØIVIN JOHANNESSON,No,No,,,2612,Professor Brochs gate 8A,TRONDHEIM,7030,midcom@midcom.no,www.midcom.no,1.4,1.5,1.4
62,Microbyte Sverige AB,SE,1.0,n/a,1.0,1.0,Manufacture of loaded electronic boards,"Antenna, Development, Embedded systems, System, Consultancy, Consultation, Consulting services, Hardware, Software, Research, R&d, Manufacture",Unconsolidating ultimate parent,Private,Active,5591517973,2021-08,573.07%,81.24%,23.24%,1.4,0.5,37.04%,1,Limited company,070-5952048,n/a,n/a,No,No,Microbyte Sverige AB,,26120,ÅSGATAN 28,VIDSEL,94295,n/a,n/a,1.2,0.2,0.2
63,Tensec AB,SE,-0.6,n/a,-0.6,-2.5,Electric engineering activities and related technical consultancy + Manufacture of loaded electronic boards,"Development, Software, Trading, Consultancy, Consulting services, Electronics, Cad, System, Development software, Training, Computers, Securities",Independent,Private,Active,5563724599,2021-12,28.92%,-209.00%,-209.58%,3.6,2.5,70.47%,3,Limited company,073-3312054,Information available,n/a,No,No,,,71123;26120,BESIKTNINGSGATAN 6,ARBOGA,73248,n/a,n/a,1.2,0.9,6.9
64,RAPRO AB,SE,0.2,n/a,0.2,0.2,Other research and experimental development on natural sciences and engineering + Manufacture of loaded electronic boards + Repair and maintenance of ships and boats + Renting and leasing of recreational and sports goods + Other sports activities n.e.c.,"Development, Manufacture, Product, Technical, Consultancy, Consulting services, Automobile, Telecoms, Aerospace, Marine, Plants, Cultivation",Independent,Private,Active,5592034010,2021-12,-11.59%,18.27%,14.31%,0.9,0.7,80.21%,n/a,Limited company,073-0375647,n/a,n/a,No,No,,,72190;26120;33150;77210;93199,BOX 172,VARBERG,43224,n/a,n/a,1.1,1.3,0.4
65,Arestech Oy,FI,-0.1,n/a,-0.1,-0.2,Manufacture of loaded electronic boards,"Development, Electronic, Trading, Software, Manufacture, Production, Game, Door, Safety, Electric, Equipment, Properties",Independent,Private,Active,26257795,2021-12,-19.85%,-16.30%,-20.65%,0.2,0.1,35.29%,3,Limited company,+358407256044,n/a,Arto Tapio Parikka,No,No,,,2612,Raivaajantie 1,Joensuu,80100,n/a,www.arestech.fi,0.9,1.2,0.7
66,Monteringsteknik i Skephult Aktiebolag,SE,0.1,n/a,0.1,0.1,Manufacture of electronic components + Manufacture of loaded electronic boards,"Electronic, Electronic components, Components, Trading, Electronics, Retailer, Fitter, Manufacture",Independent,Private,Active,5564873536,2021-12,-49.24%,10.90%,8.11%,0.6,0.4,54.14%,1,Limited company,0320-211435,n/a,n/a,No,No,,,26110;26120,MÅNSAGÅRDEN ÄNGLARP,SVENLJUNGA,51294,n/a,n/a,0.8,1.6,1.4
67,Cebec Aktiebolag,SE,0.0,n/a,0.0,0.0,Manufacture of other electrical equipment + Manufacture of loaded electronic boards,"Manufacture, Electronics, Electric, Electrical equipment, Equipment, Electronic",Independent,Private,Active,5562445477,2021-12,37.84%,-3.64%,3.64%,1.9,0.8,41.08%,1,Limited company,021-418990,n/a,n/a,No,No,,,27900;26120,BJÖRNFÄLLSVÄGEN 8,VÄSTERÅS,72242,n/a,www.cebec.se,0.8,0.6,0.9
68,Klotronic AB,SE,0.1,0.1,-0.1,0.1,Electric engineering activities and related technical consultancy + Manufacture of loaded electronic boards + Manufacture of communication equipment + Manufacture of consumer electronics + Performing arts,"Tech, Electronics, Consultancy, Radio, Manufacture, Product, Electric, Antenna, Trading, Audio, Music, Electricity",Independent,Private,Active,5592119209,2022-06,1.58%,11.29%,8.86%,1.1,0.9,84.32%,1,Limited company,n/a,n/a,n/a,No,No,,,71123;26120;26300;26400;90010,FÖRENINGSGATAN 2,KARLSTAD,65221,n/a,n/a,0.8,0.8,n/a
69,Noletec AB,SE,0.0,n/a,0.0,0.0,Manufacture of electronic components + Manufacture of loaded electronic boards + Wholesale of electronic components + Business and other management consultancy activities + Manufacture of communication equipment,"Product, Manufacture, Development, Marketing, Electronic, Components, Consultancy, Consultation, Consulting services, System, Tech, Amplifier",Independent,Private,Active,5568714413,2021-12,-71.94%,-1.63%,-4.17%,1.1,0.8,72.70%,1,Limited company,076-8046185,n/a,"Nolemo, Ulf Daniel",No,No,,,26110;26120;46521;70220;26300,BOX 34,BÅLSTA,74621,n/a,noletec.com,0.6,2.0,4.3
70,Resolve-EV AB,SE,0.1,n/a,0.1,0.1,Manufacture of loaded electronic boards,"Components, System, Electric, Electricity, Car, Manufacture, Electronic, Designer, Program, Information technology, Parts, Engine",Independent,Private,Active,5592798382,2021-12,n/a,23.72%,13.95%,0.1,0.1,60.28%,n/a,Limited company,n/a,n/a,n/a,No,No,,,26120,MÖLLEGÅRDSVÄGEN 144-30,VELLINGE,23594,n/a,n/a,0.4,n/a,n/a
71,eFFeT's Digital Gadgets and Electronics AB,SE,0.1,n/a,0.1,0.1,Industrial engineering activities and related technical consultancy + Manufacture of loaded electronic boards + Electric engineering activities and related technical consultancy + Computer consultancy activities + Manufacture of electrical and electronic equipment for motor vehicles,"Electronics, Vehicle, System, Embedded systems, Programmer, Prototyping, Development, Trading, Hardware, Consultancy, Consultation, Consulting services",Independent,Private,Active,5568236508,2021-08,-39.31%,54.43%,39.87%,0.4,0.2,65.04%,0,Limited company,070-6272212,n/a,n/a,No,No,,,71122;26120;71123;62020;29310,NORRBYVÄGEN 38,LULEÅ,97593,n/a,n/a,0.2,0.3,0.3
72,Cadic Aktiebolag,SE,0.0,n/a,0.0,0.0,Manufacture of loaded electronic boards,"Electronic, Electronics, Product, Production, Consultancy, Consulting services, Programmer, Dance, Dancing, Courses, Acquisitions, Repair",Independent,Private,Active,5562380351,2022-04,10333.42%,30.28%,30.28%,0.2,0.1,87.06%,n/a,Limited company,n/a,n/a,n/a,No,No,,,26120,STORSVÄNGEN 117,HÄGERSTEN,12944,n/a,n/a,0.1,0.0,0.0
73,EPS Elektronik Produktion System Aktiebolag,SE,0.0,n/a,0.0,0.0,Manufacture of electronic components + Manufacture of loaded electronic boards,"Manufacture, Agency, Electronics, Properties, Electronic, Electronic components, Components",Independent,Private,Active,5560939059,2022-04,-56.42%,-36.45%,-36.45%,1.5,1.3,87.25%,n/a,Limited company,070-8884891,n/a,n/a,No,No,,,26110;26120,SINGÖ SOMMARBYVÄG 10,ÅKERSBERGA,18491,n/a,n/a,0.1,0.2,0.2
